ID empleat;Nom complet;Sexe;Data naixement;Departament;Location
PSN-BCN-2011-0030;Marta Delgado Romero;Dona;29/1/1972;RH;Barcelona (22@)
PSN-BCN-2008-0210;Joan Martínez Vázquez;Home;11/10/1974;R+D;Barcelona (22@)
PSN-BCN-2014-0034;Carla Rodríguez Hernández;Dona;15/1/1983;Comercial;Barcelona (22@)
PSN-BCN-2020-0035;Ricard Rovira Riera;Home;18/10/1990;Comercial;Barcelona (22@)
PSN-BOS-2020-0007;Sophie Davis;Dona;28/11/1998;RH;Boston (MA)
PSN-BCN-2008-0211;Joan Sánchez Pérez;Home;22/6/1972;Operacions-Qualitat-Logística;Granollers
PSN-BCN-2022-0018;Marc Domínguez Gil;Home;9/4/2000;Operacions-Qualitat-Logística;Granollers
PSN-BCN-2011-0031;Pol Martínez Fernández;Home;16/10/1974;Operacions-Qualitat-Logística;Granollers
PSN-BCN-2023-0013;Carlota García Ferrer;Dona;19/2/2003;Operacions-Qualitat-Logística;Granollers
PSN-BCN-2008-0212;Anna Ortiz Hernández;Dona;10/10/1963;R+D;Barcelona (22@)
PSN-BCN-2009-0029;Joan Muñoz Vázquez;Home;30/4/1969;Operacions-Qualitat-Logística;Granollers
PSN-BCN-2012-0035;Carlota Ortiz Jordà;Dona;7/4/1976;Comercial;Barcelona (22@)
PSN-BOS-2008-0045;Dylan Johnson;Home;1/2/1962;R+D;Boston (MA)
PSN-BCN-2014-0035;Ramon Marín Martínez;Home;11/7/1977;Operacions-Qualitat-Logística;Granollers
PSN-BCN-2008-0213;Quim Marín Martínez;Home;28/2/1969;Operacions-Qualitat-Logística;Granollers
PSN-BOS-2015-0010;Zoey Murphy;Dona;25/9/1976;Comercial;Boston (MA)
PSN-BCN-2008-0214;Jordi Ros Sánchez;Home;17/7/1965;Comercial;Barcelona (22@)
PSN-BCN-2011-0032;Noa García Moreno;Dona;27/11/1970;R+D;Granollers
PSN-BCN-2008-0215;Arnau Ramírez Rodríguez;Home;15/10/1969;Sistemes;Barcelona (22@)
PSN-BCN-2016-0045;Jesús Jiménez Gómez;Home;22/1/1986;Operacions-Qualitat-Logística;Granollers
PSN-BCN-2009-0030;Jordi Romero Sánchez;Home;7/5/1965;Operacions-Qualitat-Logística;Granollers
PSN-BCN-2018-0048;Carlos Gil Fernández;Home;7/2/1979;R+D;Granollers
PSN-BCN-2008-0216;Francesc García Ortega;Home;8/2/1963;Comercial;Barcelona (22@)
PSN-BCN-2008-0217;Judith García Costa;Dona;26/2/1969;R+D;Granollers
PSN-BCN-2018-0049;Antonio Rodríguez Hernández;Home;16/12/1990;Sistemes;Barcelona (22@)
PSN-BCN-2019-0043;Xavier Bosch Domínguez;Home;4/10/1997;Operacions-Qualitat-Logística;Granollers
PSN-BOS-2008-0046;Chloe Jones;Dona;28/11/1971;R+D;Boston (MA)
PSN-BOS-2008-0047;Sean Lee;Home;22/12/1972;Sistemes;Boston (MA)
PSN-BOS-2015-0011;Dylan Thompson;Home;14/11/1984;R+D;Boston (MA)
PSN-BCN-2015-0031;Adrià Sánchez Jiménez;Home;11/1/1979;R+D;Barcelona (22@)
PSN-BCN-2020-0036;José Ortega Suárez;Home;24/10/1991;Operacions-Qualitat-Logística;Granollers
PSN-BCN-2016-0046;Ferran Fernández Martín;Home;28/10/1989;Sistemes;Barcelona (22@)
PSN-BCN-2008-0218;Júlia Gómez Riera;Dona;8/1/1965;Operacions-Qualitat-Logística;Granollers
PSN-BCN-2014-0036;Antonio Martín Gómez;Home;7/12/1980;Operacions-Qualitat-Logística;Granollers
PSN-BCN-2008-0219;Daniel López Martínez;Home;3/5/1969;Operacions-Qualitat-Logística;Granollers
PSN-BCN-2019-0044;Albert Vila Moreno;Home;31/10/1993;R+D;Barcelona (22@)
PSN-BCN-2024-0006;Berta Gómez Vendrell;Dona;28/10/2002;Comercial;Barcelona (22@)
PSN-BCN-2008-0220;Clara García Castro;Dona;15/2/1970;R+D;Granollers
PSN-BCN-2011-0033;Manel García Morales;Home;23/1/1976;Operacions-Qualitat-Logística;Granollers
PSN-BOS-2008-0048;Jonathan Kelly;Home;1/3/1963;R+D;Boston (MA)
PSN-BCN-2008-0221;Hèctor Sánchez Ramírez;Home;8/8/1968;R+D;Granollers
PSN-BCN-2022-0019;Carles Fernández Marín;Home;22/1/1996;Finances;Barcelona (22@)
PSN-BCN-2015-0032;Pol Ribas Martín;Home;9/3/1985;Sistemes;Barcelona (22@)
PSN-BOS-2012-0007;William Brown;Home;8/11/1980;Comercial;Boston (MA)
PSN-BCN-2015-0033;Enric Ferrer Molina;Home;22/2/1980;Operacions-Qualitat-Logística;Granollers
PSN-BCN-2014-0037;José Díaz Ortiz;Home;24/2/1970;R+D;Granollers
PSN-BCN-2018-0050;Lucía Rodríguez Martínez;Dona;18/5/1991;Finances;Barcelona (22@)
PSN-BCN-2014-0038;Pau Font García;Home;4/11/1987;R+D;Granollers
PSN-BOS-2012-0008;Sophia Anderson;Dona;10/8/1976;R+D;Boston (MA)
PSN-BCN-2013-0024;Javier Vázquez Batlle;Home;9/4/1973;Operacions-Qualitat-Logística;Granollers
PSN-BOS-2019-0012;Madison Murphy;Dona;8/12/1993;RH;Boston (MA)
PSN-BCN-2008-0222;Adrià Díaz Riera;Home;27/3/1975;Sistemes;Barcelona (22@)
PSN-BCN-2008-0223;Joan Blanco Gil;Home;21/11/1975;R+D;Granollers
PSN-BCN-2008-0224;Carlos Bosch Fernández;Home;18/11/1966;Operacions-Qualitat-Logística;Granollers
PSN-BOS-2012-0009;Olivia Taylor;Dona;16/4/1978;RH;Boston (MA)
PSN-BCN-2015-0034;Patricia Morales Rovira;Dona;21/1/1975;Comercial;Barcelona (22@)
PSN-BCN-2009-0031;Sofia Domínguez López;Dona;22/12/1974;Operacions-Qualitat-Logística;Granollers
PSN-BOS-2008-0049;Grace Martinez;Dona;30/3/1972;R+D;Boston (MA)
PSN-BCN-2008-0225;Ismael Álvarez García;Home;28/3/1969;R+D;Granollers
PSN-BCN-2019-0045;Pau Planas Pérez;Home;5/2/1993;Operacions-Qualitat-Logística;Granollers
PSN-BCN-2010-0025;Javier Romero Ramírez;Home;21/12/1983;Operacions-Qualitat-Logística;Granollers
PSN-BCN-2008-0226;Pere Moreno Serra;Home;2/7/1974;Operacions-Qualitat-Logística;Granollers
PSN-BCN-2019-0046;Gemma Sánchez Fernández;Dona;15/11/1992;R+D;Granollers
PSN-BOS-2019-0013;Amelia Sullivan;Dona;21/3/1992;R+D;Boston (MA)
PSN-BCN-2016-0047;Paula Romero Delgado;Dona;2/10/1983;R+D;Granollers
PSN-BOS-2008-0050;Anthony White;Home;22/12/1976;Comercial;Boston (MA)
PSN-BCN-2008-0227;Toni Morales Álvarez;Home;19/11/1965;R+D;Granollers
PSN-BCN-2008-0228;David Díaz Suárez;Home;22/3/1965;R+D;Granollers
PSN-BCN-2017-0055;Mateu Colomer Fernández;Home;19/6/1976;R+D;Granollers
PSN-BCN-2013-0025;Oriol Martín Rodríguez;Home;25/7/1976;Operacions-Qualitat-Logística;Granollers
PSN-BCN-2008-0229;Miquel Marín Roca;Home;30/4/1969;R+D;Barcelona (22@)
PSN-BCN-2016-0048;Hugo Ramírez Ramos;Home;1/11/1985;Operacions-Qualitat-Logística;Granollers
PSN-BCN-2008-0230;Àlex Morales Hernández;Home;28/11/1963;Operacions-Qualitat-Logística;Granollers
PSN-BCN-2023-0014;Eva López García;Dona;20/9/2003;Finances;Barcelona (22@)
PSN-BCN-2017-0056;Marc Serra Suárez;Home;5/2/1980;Operacions-Qualitat-Logística;Granollers
PSN-BCN-2008-0231;Carles Moreno Prat;Home;2/4/1970;Operacions-Qualitat-Logística;Granollers
PSN-BCN-2015-0035;Jaume Ortiz Ramos;Home;5/11/1976;Operacions-Qualitat-Logística;Granollers
PSN-BOS-2009-0003;Madison Jones;Dona;29/1/1965;Sistemes;Boston (MA)
PSN-BCN-2010-0026;Joan Martín Molina;Home;6/12/1977;R+D;Granollers
PSN-BCN-2010-0027;Marc López García;Home;8/3/1982;Operacions-Qualitat-Logística;Granollers
PSN-BCN-2010-0028;Àlex Serrano Suárez;Home;4/8/1982;Sistemes;Barcelona (22@)
PSN-BCN-2008-0232;Noa Marín Rovira;Dona;29/5/1977;R+D;Granollers
PSN-BCN-2018-0051;Montserrat Navarro Martínez;Dona;16/4/1985;Sistemes;Barcelona (22@)
PSN-BOS-2008-0051;Tyler Walsh;Home;17/10/1959;Finances;Boston (MA)
PSN-BCN-2019-0047;Raquel Ros Font;Dona;24/7/1997;RH;Barcelona (22@)
PSN-BOS-2019-0014;Sophia Thompson;Dona;11/6/1989;Finances;Boston (MA)
PSN-BCN-2014-0039;Pau Grau Jiménez;Home;27/3/1981;Operacions-Qualitat-Logística;Granollers
PSN-BCN-2008-0233;Núria Rodríguez García;Dona;24/4/1970;Operacions-Qualitat-Logística;Granollers
PSN-BCN-2009-0032;Marina Ribas De la Vega;Dona;30/9/1969;Comercial;Barcelona (22@)
PSN-BCN-2013-0026;Bernat Molina Rodríguez;Home;19/9/1978;Operacions-Qualitat-Logística;Granollers
PSN-BCN-2017-0057;Ariadna Molina Vila;Dona;8/12/1982;Comercial;Barcelona (22@)
PSN-BCN-2020-0037;Quim Ortiz Jiménez;Home;27/4/1990;Operacions-Qualitat-Logística;Granollers
PSN-BCN-2018-0052;Júlia Fernández Martínez;Dona;6/10/1993;R+D;Granollers
PSN-BCN-2020-0038;Hugo Jiménez Ferrer;Home;8/5/1997;Operacions-Qualitat-Logística;Granollers
PSN-BCN-2013-0027;Genís Gil Blanco;Home;30/6/1984;Operacions-Qualitat-Logística;Granollers
PSN-BCN-2021-0033;Xavier Álvarez López;Home;22/1/2000;Finances;Barcelona (22@)
PSN-BCN-2008-0234;Antonio López Álvarez;Home;10/1/1973;R+D;Granollers
PSN-BOS-2014-0007;Claire Sullivan;Dona;1/9/1974;Finances;Boston (MA)
PSN-BCN-2019-0048;Ferran Ros Delgado;Home;3/7/1994;Operacions-Qualitat-Logística;Granollers
PSN-BCN-2008-0235;Mateu Rodríguez Vila;Home;26/2/1960;R+D;Barcelona (22@)
PSN-BCN-2008-0236;Xavier Fernández Duran;Home;26/11/1973;Operacions-Qualitat-Logística;Granollers
PSN-BCN-2010-0029;Àngels Fernández Ferrer;Dona;23/12/1976;Comercial;Barcelona (22@)
PSN-BOS-2015-0012;Scarlett Taylor;Dona;8/4/1980;Finances;Boston (MA)
PSN-BCN-2011-0034;Jesús Torres Romero;Home;21/10/1974;Operacions-Qualitat-Logística;Granollers
PSN-BCN-2010-0030;Pau Sánchez Álvarez;Home;1/12/1973;R+D;Granollers
PSN-BCN-2008-0237;Tània Muñoz Delgado;Dona;7/2/1972;R+D;Barcelona (22@)
PSN-BCN-2009-0033;Lídia Gómez Serra;Dona;27/9/1965;R+D;Granollers
PSN-BCN-2018-0053;Mar Rodríguez Ramírez;Dona;27/6/1984;Sistemes;Barcelona (22@)
PSN-BOS-2018-0006;Nora Taylor;Dona;10/5/1993;Finances;Boston (MA)
PSN-BCN-2015-0036;Ramon López Iglesias;Home;21/1/1985;Sistemes;Barcelona (22@)
PSN-BCN-2017-0058;Quim Font Vázquez;Home;6/6/1990;Operacions-Qualitat-Logística;Granollers
PSN-BOS-2022-0004;Sophie Johnson;Dona;10/1/2001;Comercial;Boston (MA)
PSN-BCN-2021-0034;Núria Jordà Costa;Dona;19/9/1995;R+D;Barcelona (22@)
PSN-BCN-2019-0049;Sonia Fernández Gómez;Dona;7/9/1992;RH;Barcelona (22@)
PSN-BCN-2011-0035;Laura Moreno Vilanova;Dona;31/8/1978;Comercial;Barcelona (22@)
PSN-BOS-2020-0008;Ella Clark;Dona;1/2/1991;R+D;Boston (MA)
PSN-BCN-2012-0036;Ricard Vilanova Castells;Home;8/5/1978;Operacions-Qualitat-Logística;Granollers
PSN-BCN-2011-0036;Jordi Navarro Del Río;Home;26/12/1973;R+D;Barcelona (22@)
PSN-BCN-2015-0037;Ricard Ferrer Ortega;Home;1/5/1982;Operacions-Qualitat-Logística;Granollers
PSN-BCN-2008-0238;Raquel González Martín;Dona;2/6/1966;R+D;Granollers
PSN-BCN-2008-0239;Àlex Ramos García;Home;8/10/1965;R+D;Granollers
PSN-BOS-2017-0007;Connor Miller;Home;10/6/1987;Sistemes;Boston (MA)
PSN-BOS-2011-0003;Michael White;Home;8/2/1979;R+D;Boston (MA)
PSN-BOS-2013-0007;Amelia Garcia;Dona;15/9/1976;Comercial;Boston (MA)
PSN-BCN-2008-0259;Ariadna Gómez López;Dona;21/4/1966;Operacions-Qualitat-Logística;Granollers
